Name,Season.Updated,Team,Skill,Skill.Definition,Dimension,Current,Desired,Date.Updated
Test3,Fall 2015,Business Insights,Innovating,"Development of new solutions or improvements to existing ideas based on industry trends and client needs. 
E:  Identifying opportunity areas to improve the efficiency of existing solutions
I:  Productionalizing the process for existing solutions, allowing it to be utilized by others.  Re-applying existing solutions in new ways.
A: Development of new solutions, including methodology development, process development, and commercialization.  ",ALL COMPANY,2,4,10/1/15
Test3,Fall 2015,Business Insights,Driving Opportunities,"Ability to move projects through the lifecycle: ideation, scoping, execution, and delivery
E:  Focus on efficient project execution and delivery.  
I:  Project scoping to meet client needs.  Collaborating with relevant capability teams, driving best in class projects.  
A:  Capability / sector workplan development.  Focus on commercial strategy.  Efficient project and team resourcing.  ",ALL COMPANY,3,4,10/1/15
Test3,Fall 2015,Business Insights,Delivering With Excellence (Make It Happen),"Ability to execute a project with excellence
E:  Delivering work to a high standard
I:  Driving delivery excellence through the effective utilization of your network; Ability to identify risks / potential issues.
A:  Accountable for efficient execution of highly complex projects, identifying teams and skills that need to be involved.  ",ALL COMPANY,3,5,10/1/15
Test3,Fall 2015,Business Insights,Working Well With Others,"Collaboration with team members
E:  Behaving as an active participant of a project team, working with others to deliver shared goals
I:  Fostering collaborative teamwork for all projects
A:  Creating a collaborative working environment",ALL COMPANY,3,4,10/1/15
Test3,Fall 2015,Business Insights,Leadership,"Having and communicating a vision; passionately working towards the vision;  bringing others with you along the way
E: Project Level
I:  Team Level + Leading by Example + Delegation
A:  Organizational Level",ALL COMPANY,3,4,10/1/15
Test3,Fall 2015,Business Insights,Coaching / Mentoring,"Short term project coaching and competency development.  
Long term relationship building and career development.
E:  Providing support to the broader analytical community.  
I:  Acting as a trusted analytical advisor to team members and direct reports.  Identifying gaps in team, proactively developing appropriate L&D plans.  
A: Recognizing strength and opportunity areas for each team member, helping to achieve career goals of the broader analytical community.  ",ALL COMPANY,3,4,10/1/15
Test3,Fall 2015,Business Insights,Building Relationships,"Developing a strong internal and external professional network
E:  Building relationships with colleagues, inside and outside of your team
I: Building loyal relationships with colleagues and clients
A: Utilizing networks to build partnerships and expertly navigate across 84.51, Kroger, and CPGs.",ALL COMPANY,3,4,10/1/15
Test3,Fall 2015,Business Insights,Professionalism,"Exhibiting professional behavior in every situation
E: Following company policies and procedures;  Communicating (written and verbal) in a clear and professional manner;  Showing respect for people around you;  Knowing when to flag issues, ask questions and seek out help
I: Exhibiting verbal and non-verbal responses in stressful situations;  Accepting responsibility for issues;  Managing client expectations and delivering on commitments
A:  Managing difficult client / employee conversations;  Role-modelling 84.51 values everyday",ALL COMPANY,4,4,10/1/15
Test3,Fall 2015,Business Insights,Data Usage,"Understanding of when and how to use the many data assets 84.51° has access to  - Kroger Plus Card Data, Qualitative, Quantitative, Demographic, Rest of Market, etc. Recognize when and where new data assets are needed, and why.  
E:   Basic understanding of the value and unique contribution of each type of data we have.  Knowledge of what data we do not have access to at 84.51
I:   Experience working on projects where multiple data assets are leveraged.  Able to explain the value of our data assets to internal and external clients.  
A:  Deep knowledge of how data assets align to business questions and ability to lead and coach others on how to best leverage them. ",ALL COMPANY,4,5,10/1/15
Test3,Fall 2015,Business Insights,Consultancy,"Ability to work with internal and external clients on discovery, client engagement, project design, and data interpretation. Can identify what resources and teams are needed to execute a project.  Create feasible and actionable recommendations for client to implement.
E: Basic understanding of client objectives and how projects lead to outcomes that meet these objectives
I: Full understanding of client objectives and ability to identify exisiting solutions or the need for new solutions to meet those objectives
A: Active participation in defining client business objectives and recommendations in accordance with long term strategic vision",BUSINESS,3,4,10/1/15
Test3,Fall 2015,Business Insights,Project Management,"Can create an analytical plan including key milestones, expected output, and accurate timelines; Effective communication to project group of progress/issues; Keep a project moving from beginning to end.
E: Follow a plan and adhere to timelines 
I: Develop plans and set timelines accordingly; Lead the analytical plan of Blueprint/Established projects from beginning to end with little oversight
A: Lead all aspects (project team, stakeholders, etc) of any Blueprint/Established/Exploratory project from beginning to end; Escalates problems when appropriate",BUSINESS,2,4,10/1/15
Test3,Fall 2015,Business Insights,Stakeholder Management,"Ability to manage expectations of project stakeholders, knowing when to make leadership aware of outcomes/solutions/hurdles.
E: Understands the role of stakeholders within projects
I: Works closely with stakeholders to ensure clients objectives are met 
A: Able to identify the appropriate stakeholders of a project; Proactively works to keep stakeholders up to speed on project progress/outcomes/hurdles",BUSINESS,2,3,10/1/15
Test3,Fall 2015,Business Insights,Data Integration & Interpretation,"Can create holistic insights & conclusions considering data from multiple sources from across 84.51° assets & capabilities.  Can design and deliver actionable insights from data.  Has instincts to know when there are potential issues and knows how to recognize and solve them.  Can use gut-checks to sense check data and prevent QA issues at end of project.
E: Ability to generate insights from data.  Can execute against the scope of a project and deliver error-free analyses.  asic understanding and exposure to the diversity of data available across 84.51° assets & capabilities.
I: Can apply the derived insights into business recommendations.  Ability to adjust insights plan when data is not telling a compelling story.  Ability to make conclusions from multiple 84.51° data sources; ability to tell a story which brings together diverse types of data, and deal with conflicting data points from different sources.  Ability to create a deliverable that successfully weaves together multiple data types, working with the project team. 
A: Can connect the insights to overall business climate.  Ability to identify challenges to implementation of recommendations and can provide relevant solutions.  Can provide support and consult on others' projects with useful feedback and guidance.  Extensive history of examples of integrated projects; able to coach and mentor others on integrating data & insights. ",BUSINESS,3,4,10/1/15
Test3,Fall 2015,Business Insights,Story Telling,"Ability to tell a story with data through effective visual and verbal communication.  Keeps the complex simple.
E: Identifies the data points necessary to build the customer story; Leverages best practice visual data bank.  Can articulate why the data is meaningful.
I: Develops effective stories with limited input from others; Contributing to the best practice visual data bank. Can respond effectively to ad hoc questions during presentations.
A: Can develop strong stories from data, as well as leading others in this area.  Ability to lead conversation and take audience through the story",BUSINESS,3,4,10/1/15
Test3,Fall 2015,Business Insights,Business & Commercial Acumen,"Ability to create value for clients by understanding business context of projects and providing relevant solutions to their problems.  Has ability to estimate cost to determine if value is appropriate for the amount of effort/cost involved. 
E: Basic understanding of value creation of each project and how it supports/drives the overall workplan
I: Understands the value derived from each project executed and recommends changes to scope to align value to cost
A: Build workplan that creates maximum value for clients;  Ability to prioritize projects and manage workplans to maximize value.",BUSINESS,3,4,10/1/15
Test3,Fall 2015,Business Insights,Big Data,"Understands applications of Big Data tools, such as Hadoop, SQL, and non-relation DB metods. Understand the statistics support the insights derived.
E: High level knowledge of techniques, little to no experience using them in an applied setting
I: Working knowledge of techniques, examples of application, able to use them with limited support, can identify situations where techniques might be useful
A: Extensive history of examples where techniques were applied and yielded actionable results, able to coach and mentor others on using techniques",DATA SCIENCE,3,3,10/1/15
Test3,Fall 2015,Business Insights,Machine Learning,"Knowledge of how and when to use machine learning techniques such as decision trees, neural nets, pattern recognition, anomaly detection, and other predictive analytic techniques. Understand the statistics behind the results. Understand supervised learning, unsupervised learning, clustering and segmentation.
E: High level knowledge of techniques, little to no experience using them in an applied setting
I: Working knowledge of techniques, examples of application, able to use them with limited support, can identify situations where techniques might be useful
A: Extensive history of examples where techniques were applied and yielded actionable results, able to coach and mentor others on using techniques",DATA SCIENCE,1,3,10/1/15
Test3,Fall 2015,Business Insights,Advanced Programming,"Use of advanced programming languages such as Python, Ruby, Java, C, C++ and its variants. Familiarity with the importance of efficient coding. Ability to analyze the run time of programs and algorithms.Familiarity with multi-threaded and parrallel programming techniques.
E: High level knowledge of language, little to no experience using it in an applied setting
I: Working knowledge of language, examples of application, able to use it with limited support, can identify situations where tool might be useful
A: Extensive history of examples where language was applied and yielded actionable results, able to coach and mentor others on using language",DATA SCIENCE,3,4,10/1/15
Test3,Fall 2015,Business Insights,Theoretical Mathematics,"Familiarity with classical math skills such as linear algebra, real analysis, discrete math and combinarics, and optimization. Familiarity with computational complexity and appreciation of  the limitations of exhaustive methods when dealing with large data sets.. Familiarity with theoretical statistics, including probability distributions, parameter estimation, data likelihood methods, measurement, and the theory of sampling.
E: High level knowledge of techniques, little to no experience using them in an applied setting
I: Working knowledge of techniques, examples of application, able to use them with limited support, can identify situations where techniques might be useful
A: Extensive history of examples where techniques were applied and yielded actionable results, able to coach and mentor others on using techniques",DATA SCIENCE,1,2,10/1/15
Test3,Fall 2015,Business Insights,Data Visualization,"Ability to take large amounts of data and design ways to show it effectively and simply.  Skilled in tools such as Tableau, High Charts, or D3, and will have ability to make impactful infographics.
E: Display data in such a way that the story is brought to light
I:  Creates visually appealing deliverables through storytelling
A:  Able to take large amounts of data, draft specs, and then develop the visualizations that  simple to understand yet effectively pull the story out of the data",PRODUCT ENGINEER,2,3,10/1/15
Test3,Fall 2015,Business Insights,Product Development,"Recognizes viable opportunities for development, end to end design for a process.  Familiar with full suite of 84.51 tools that are available and knows when to use each one.  Knowledge of testing principles and product lifecycle management
E: Understand product design principles, able to develop against a plan, champion best practice
I: Ability to design and manage small to medium projects with minimal support, champion best practice 
A: Ability to design large scale projects, teach and coach others, create best practice",PRODUCT ENGINEER,2,2,10/1/15
Test3,Fall 2015,Business Insights,Data Modeling,"Understands data model design principles.  Able to take a project and design the optimal data model to make the process as efficient as possible.
E: Basic understand data modeling design principles, able to develop against a plan, champion best practice
I: Ability to design and build a data model for small to medium projects with some support, champion best practice 
A: Ability to design and build a data model for large scale projects, teach and coach others, create best practice",PRODUCT ENGINEER,1,2,10/1/15
Test3,Fall 2015,Business Insights,VBA,"Use of VBA for application development
E: High level knowledge of tool, little to no experience using them in an applied setting
I: Working knowledge of tool, examples of application, able to use it with limited support, can identify situations where tool might be useful
A: Extensive history of examples where tool was applied and yielded actionable results, able to coach and mentor others on using tool",PRODUCT ENGINEER,0,1,10/1/15
Test3,Fall 2015,Business Insights,PL/SQL,"Use of PL/SQL for application development
E: High level knowledge of language, little to no experience using it in an applied setting
I: Working knowledge of language, examples of application, able to use it with limited support, can identify situations where tool might be useful
A: Extensive history of examples where language was applied and yielded actionable results, able to coach and mentor others on using language",PRODUCT ENGINEER,1,1,10/1/15
Test3,Fall 2015,Business Insights,APEX,"Use of APEX for application development
E: High level knowledge of tool, little to no experience using them in an applied setting
I: Working knowledge of tool, examples of application, able to use it with limited support, can identify situations where tool might be useful
A: Extensive history of examples where tool was applied and yielded actionable results, able to coach and mentor others on using tool",PRODUCT ENGINEER,1,2,10/1/15
Test3,Fall 2015,Business Insights,Spatial Statistics,"Familiarity with GIS data, tools, data soruces, and applications (Ex - geographic coordinates, Gravity Modeling, Spatial Interaction Modeling, etc)
E: High level knowledge of techniques, little to no experience using them in an applied setting
I: Working knowledge of techniques, examples of application, able to use them with limited support, can identify situations where techniques might be useful
A: Extensive history of examples where techniques were applied and yielded actionable results, able to coach and mentor others on using techniques",METHODOLOGIST,0,1,10/1/15
Test3,Fall 2015,Business Insights,Temporal Statistics,"Familiarity with Forecasting techniques and model development (Ex - Exponential Smoothing, ARIMA Modeling)
E: High level knowledge of techniques, little to no experience using them in an applied setting
I: Working knowledge of techniques, examples of application, able to use them with limited support, can identify situations where techniques might be useful
A: Extensive history of examples where techniques were applied and yielded actionable results, able to coach and mentor others on using techniques",METHODOLOGIST,1,3,10/1/15
Test3,Fall 2015,Business Insights,Classical Statistics,"Familiarity with Statistical techniques and their application (Ex: Hypothesis Testing, Regression, Clustering, Dimension Reduction, GLM, Experimental Design)
E: High level knowledge of techniques, little to no experience using them in an applied setting
I: Working knowledge of techniques, examples of application, able to use them with limited support, can identify situations where techniques might be useful
A: Extensive history of examples where techniques were applied and yielded actionable results, able to coach and mentor others on using techniques",METHODOLOGIST,3,4,10/1/15
Test3,Fall 2015,Business Insights,Multivariate Statistics / Choice-Based Techniques,"Familiarity with Multivariate Statistics (ex: PLS Modeling, MDS, Multiple Regression, Discriminate analysis) and Choice Based techniques and their application (Ex: Conjoint, Max Diff, and Discrete Choice)
E: High level knowledge of techniques, little to no experience using them in an applied setting
I: Working knowledge of techniques, examples of application, able to use them with limited support, can identify situations where techniques might be useful
A: Extensive history of examples where techniques were applied and yielded actionable results, able to coach and mentor others on using techniques",METHODOLOGIST,0,2,10/1/15
Test3,Fall 2015,Business Insights,Sampling Methods / Weighting To Populations,"Ability to create an optimal sample design and appropriate weighting schema for insight projects.  Understanding of how different vendors recruit for research and ability to choose and direct vendors appropriately for analytic projects.
E: High level knowledge of sampling and weighting theory, and PR vendor recruitment approaches.
I: Ability to create an optimal sample design (cell structure, targeting specs, timeframe, sample feasibility requirements, priority & backup sample plan, de-duplication needs, etc.) and weighting plan for moderately complex projects.  Can select appropriate vendor based on recruitment approach and sample feasibility. Liaises with behavioral analysts and vendors to ensure sampling and weighting plans are applied appropriately.
A: Ability to optimally design sample and weighting plan for large scale/complex projects, teach and coach others, create best practice",METHODOLOGIST,1,1,10/1/15
Test3,Fall 2015,Business Insights,Survey Development,"Abilty to translate research questions into a consumer friendly quantitative data collection tool that employs the best possible way(s) to acheive the desired learning.
E: Understanding of basic survey writing principles and high level knowledge of advanced techniques, little to no experience using them in an applied setting
I: Mastery of basic principles and working knowledge of advanced techniques, examples of application, able to use them with limited support, can identify situations where advanced techniques might be useful
A: Extensive history of examples where advanced techniques were applied and yielded actionable results, able to coach and mentor others on using techniques",METHODOLOGIST,1,1,10/1/15
Test3,Fall 2015,Business Insights,Discussion / Activity Guide Development,"Abilty to translate research questions into a consumer friendly qualitative data  collection tool that employs the best possible way(s) to acheive the desired learning.
E: Understanding of basic discussion guide principles and high level knowledge of advanced techniques, little to no experience using them in an applied setting
I: Mastery of basic principles and working knowledge of advanced techniques, examples of application, able to use them with limited support, can identify situations where advanced techniques might be useful
A: Extensive history of examples where advanced techniques were applied and yielded actionable results, able to coach and mentor others on using techniques",METHODOLOGIST,1,1,10/1/15
Test3,Fall 2015,Business Insights,Data Mining & Manipulation,"Familiar with different ways to source and manipulate data. Experience may include working in SAS, SPSS, R, web scraping, text mining.
E: High level knowledge of techniques, little to no experience using them in an applied setting
I: Working knowledge of techniques, examples of application, able to use them with limited support, can identify situations where techniques might be useful
A: Extensive history of examples where techniques were applied and yielded actionable results, able to coach and mentor others on using techniques",GENERAL ANALYSIS,4,5,10/1/15
Test3,Fall 2015,Business Insights,Diagnostics/Troubleshooting - Quality Assurance,"Recognizes problems and dive in and fix things that are not working.  Pays attention to detail and works through challenges.
E: Ability to recognize simple problems and identify a path to fixing it.  This analyst may not be the person to fix the problem and may need support identifying the right person or teams to help.
I: Ability to recognize most problems and fix them with some support.
A: Ability to recognize and either fix most problems or identify needed resources to solve.",GENERAL ANALYSIS,4,5,10/1/15
Test3,Fall 2015,Business Insights,Solutions Development And Management,"Ability to recognize opportunities and develop solutions that can be commericalized throughout the business
E: Able to implement solutions that have been developed and implement them
I: Able to identify gaps in current solutions and help to develop new solutions with the help of others
A: Able to indepently identify the need for new solutions and independently develop and collaboratively commericalize their use around the business ",GENERAL ANALYSIS,2,4,10/1/15
Test3,Fall 2015,Business Insights,Requirement Management,"Ability to undertstand and manage the necessary requirements to execute and deliver an analysis  
E:  Able to take requirements that have been outlined to execute a project
I: Able to take requirements that have been outlined and identify gaps and managing changes along the way
A: Strong understanding of project inputs and able to scope and manage them",GENERAL ANALYSIS,3,5,10/1/15
Test3,Fall 2015,Business Insights,Data Generation/Collection,"Knowledge and use of qdata collection tools and/or processes.  Ability to liaise with and guide the vendors that provide services using these tools (dub studios, Revelation, ConfirmIt programming software, etc.)
E: High level knowledge of tools and processes, little to no experience using them in an applied setting
I: Working knowledge of tools and processes, examples of application, resolves complications with support
A: Extensive history of examples where tools were applied and yielded high quality data for analysis, able to coach and mentor others on using the tools, processes, and guiding vendors.",GENERAL ANALYSIS,1,1,10/1/15
Test3,Fall 2015,Business Insights,SQL,"Use of SQL for analysis
E: High level knowledge of language, little to no experience using it in an applied setting
I: Working knowledge of language, examples of application, able to use it with limited support, can identify situations where tool might be useful
A: Extensive history of examples where language was applied and yielded actionable results, able to coach and mentor others on using language",GENERAL ANALYSIS,0,1,10/1/15
Test3,Fall 2015,Business Insights,Alteryx,"Use of SAS/R/SPPS/ALTERYX/EXCEL for analysis
E: High level knowledge of language, little to no experience using it in an applied setting
I: Working knowledge of language, examples of application, able to use it with limited support, can identify situations where tool might be useful
A: Extensive history of examples where language was applied and yielded actionable results, able to coach and mentor others on using language",GENERAL ANALYSIS,3,4,10/1/15
Test3,Fall 2015,Business Insights,SAS,"Use of SAS/R/SPPS/ALTERYX/EXCEL for analysis
E: High level knowledge of language, little to no experience using it in an applied setting
I: Working knowledge of language, examples of application, able to use it with limited support, can identify situations where tool might be useful
A: Extensive history of examples where language was applied and yielded actionable results, able to coach and mentor others on using language",GENERAL ANALYSIS,4,4,10/1/15
Test3,Fall 2015,Business Insights,R,"Use of SAS/R/SPPS/ALTERYX/EXCEL for analysis
E: High level knowledge of language, little to no experience using it in an applied setting
I: Working knowledge of language, examples of application, able to use it with limited support, can identify situations where tool might be useful
A: Extensive history of examples where language was applied and yielded actionable results, able to coach and mentor others on using language",GENERAL ANALYSIS,1,3,10/1/15
Test3,Fall 2015,Business Insights,Excel,"Use of SAS/R/SPPS/ALTERYX/EXCEL for analysis
E: High level knowledge of language, little to no experience using it in an applied setting
I: Working knowledge of language, examples of application, able to use it with limited support, can identify situations where tool might be useful
A: Extensive history of examples where language was applied and yielded actionable results, able to coach and mentor others on using language",GENERAL ANALYSIS,4,4,10/1/15
Test3,Fall 2015,Business Insights,SPSS,"Use of SAS/R/SPPS/ALTERYX/EXCEL for analysis
E: High level knowledge of language, little to no experience using it in an applied setting
I: Working knowledge of language, examples of application, able to use it with limited support, can identify situations where tool might be useful
A: Extensive history of examples where language was applied and yielded actionable results, able to coach and mentor others on using language",GENERAL ANALYSIS,1,1,10/1/15
Test1,Spring 2016,Business Insights,Understanding & Development Of 84.51 Capabilities,"Knowledge of the portfolio of 84.51 client capabilities
E: Basic understanding of vision and customer value generated by each capability area
I: Continued depth of knowledge across capability areas, beginning to develop expertise of solutions within a capability area and an understanding of which solutions are appropriate to solve clients’ business needs.
A: Full understanding of solutions and capability areas.  ",ALL COMPANY,3,4,5/1/16
Test1,Spring 2016,Business Insights,Continuing Education (Skills / Knowledge),"Focus on self-improvement and the development of relevant skills and competencies.
E:  Learn – Learning new things through project experiences, trainings, and available industry news
I: Learn / Do – Integrating acquired skills and knowledge into project work
A: Learn / Do / Teach – Proven track record of applying learning and teaching others",ALL COMPANY,4,4,5/1/16
Test1,Spring 2016,Business Insights,Problem Solving,"Ability to develop solutions to answer complex issues. 
E: Ability to identify problems and appropriate solutions related to assigned projects
I: Ability to scope and deliver practical solutions to answer client business questions
A: Ability to analyze complex data to solve challenging problems, including development of new complex methodologies and having a vision for scalable products and solutions.",ALL COMPANY,3,4,5/1/16
Test1,Spring 2016,Business Insights,Innovating,"Development of new solutions or improvements to existing ideas based on industry trends and client needs. 
E:  Identifying opportunity areas to improve the efficiency of existing solutions
I:  Productionalizing the process for existing solutions, allowing it to be utilized by others.  Re-applying existing solutions in new ways.
A: Development of new solutions, including methodology development, process development, and commercialization.  ",ALL COMPANY,4,4,5/1/16
Test1,Spring 2016,Business Insights,Driving Opportunities,"Ability to move projects through the lifecycle: ideation, scoping, execution, and delivery
E:  Focus on efficient project execution and delivery.  
I:  Project scoping to meet client needs.  Collaborating with relevant capability teams, driving best in class projects.  
A:  Capability / sector workplan development.  Focus on commercial strategy.  Efficient project and team resourcing.  ",ALL COMPANY,4,4,5/1/16
Test1,Spring 2016,Business Insights,Delivering With Excellence (Make It Happen),"Ability to execute a project with excellence
E:  Delivering work to a high standard
I:  Driving delivery excellence through the effective utilization of your network; Ability to identify risks / potential issues.
A:  Accountable for efficient execution of highly complex projects, identifying teams and skills that need to be involved.  ",ALL COMPANY,4,4,5/1/16
Test1,Spring 2016,Business Insights,Working Well With Others,"Collaboration with team members
E:  Behaving as an active participant of a project team, working with others to deliver shared goals
I:  Fostering collaborative teamwork for all projects
A:  Creating a collaborative working environment",ALL COMPANY,4,4,5/1/16
Test1,Spring 2016,Business Insights,Leadership,"Having and communicating a vision; passionately working towards the vision;  bringing others with you along the way
E: Project Level
I:  Team Level + Leading by Example + Delegation
A:  Organizational Level",ALL COMPANY,3,4,5/1/16
Test1,Spring 2016,Business Insights,Coaching / Mentoring,"Short term project coaching and competency development.  
Long term relationship building and career development.
E:  Providing support to the broader analytical community.  
I:  Acting as a trusted analytical advisor to team members and direct reports.  Identifying gaps in team, proactively developing appropriate L&D plans.  
A: Recognizing strength and opportunity areas for each team member, helping to achieve career goals of the broader analytical community.  ",ALL COMPANY,3,4,5/1/16
Test1,Spring 2016,Business Insights,Building Relationships,"Developing a strong internal and external professional network
E:  Building relationships with colleagues, inside and outside of your team
I: Building loyal relationships with colleagues and clients
A: Utilizing networks to build partnerships and expertly navigate across 84.51, Kroger, and CPGs.",ALL COMPANY,3,4,5/1/16
Test1,Spring 2016,Business Insights,Professionalism,"Exhibiting professional behavior in every situation
E: Following company policies and procedures;  Communicating (written and verbal) in a clear and professional manner;  Showing respect for people around you;  Knowing when to flag issues, ask questions and seek out help
I: Exhibiting verbal and non-verbal responses in stressful situations;  Accepting responsibility for issues;  Managing client expectations and delivering on commitments
A:  Managing difficult client / employee conversations;  Role-modelling 84.51 values everyday",ALL COMPANY,4,4,5/1/16
Test1,Spring 2016,Business Insights,Data Usage,"Understanding of when and how to use the many data assets 84.51° has access to  - Kroger Plus Card Data, Qualitative, Quantitative, Demographic, Rest of Market, etc. Recognize when and where new data assets are needed, and why.  
E:   Basic understanding of the value and unique contribution of each type of data we have.  Knowledge of what data we do not have access to at 84.51
I:   Experience working on projects where multiple data assets are leveraged.  Able to explain the value of our data assets to internal and external clients.  
A:  Deep knowledge of how data assets align to business questions and ability to lead and coach others on how to best leverage them. ",ALL COMPANY,4,4,5/1/16
Test1,Spring 2016,Business Insights,Consultancy,"Ability to work with internal and external clients on discovery, client engagement, project design, and data interpretation. Can identify what resources and teams are needed to execute a project.  Create feasible and actionable recommendations for client to implement.
E: Basic understanding of client objectives and how projects lead to outcomes that meet these objectives
I: Full understanding of client objectives and ability to identify exisiting solutions or the need for new solutions to meet those objectives
A: Active participation in defining client business objectives and recommendations in accordance with long term strategic vision",BUSINESS,5,3,5/1/16
Test1,Spring 2016,Business Insights,Project Management,"Can create an analytical plan including key milestones, expected output, and accurate timelines; Effective communication to project group of progress/issues; Keep a project moving from beginning to end.
E: Follow a plan and adhere to timelines 
I: Develop plans and set timelines accordingly; Lead the analytical plan of Blueprint/Established projects from beginning to end with little oversight
A: Lead all aspects (project team, stakeholders, etc) of any Blueprint/Established/Exploratory project from beginning to end; Escalates problems when appropriate",BUSINESS,3,4,5/1/16
Test1,Spring 2016,Business Insights,Stakeholder Management,"Ability to manage expectations of project stakeholders, knowing when to make leadership aware of outcomes/solutions/hurdles.
E: Understands the role of stakeholders within projects
I: Works closely with stakeholders to ensure clients objectives are met 
A: Able to identify the appropriate stakeholders of a project; Proactively works to keep stakeholders up to speed on project progress/outcomes/hurdles",BUSINESS,3,4,5/1/16
Test1,Spring 2016,Business Insights,Data Integration & Interpretation,"Can create holistic insights & conclusions considering data from multiple sources from across 84.51° assets & capabilities.  Can design and deliver actionable insights from data.  Has instincts to know when there are potential issues and knows how to recognize and solve them.  Can use gut-checks to sense check data and prevent QA issues at end of project.
E: Ability to generate insights from data.  Can execute against the scope of a project and deliver error-free analyses.  asic understanding and exposure to the diversity of data available across 84.51° assets & capabilities.
I: Can apply the derived insights into business recommendations.  Ability to adjust insights plan when data is not telling a compelling story.  Ability to make conclusions from multiple 84.51° data sources; ability to tell a story which brings together diverse types of data, and deal with conflicting data points from different sources.  Ability to create a deliverable that successfully weaves together multiple data types, working with the project team. 
A: Can connect the insights to overall business climate.  Ability to identify challenges to implementation of recommendations and can provide relevant solutions.  Can provide support and consult on others' projects with useful feedback and guidance.  Extensive history of examples of integrated projects; able to coach and mentor others on integrating data & insights. ",BUSINESS,3,4,5/1/16
Test1,Spring 2016,Business Insights,Story Telling,"Ability to tell a story with data through effective visual and verbal communication.  Keeps the complex simple.
E: Identifies the data points necessary to build the customer story; Leverages best practice visual data bank.  Can articulate why the data is meaningful.
I: Develops effective stories with limited input from others; Contributing to the best practice visual data bank. Can respond effectively to ad hoc questions during presentations.
A: Can develop strong stories from data, as well as leading others in this area.  Ability to lead conversation and take audience through the story",BUSINESS,3,4,5/1/16
Test1,Spring 2016,Business Insights,Business & Commercial Acumen,"Ability to create value for clients by understanding business context of projects and providing relevant solutions to their problems.  Has ability to estimate cost to determine if value is appropriate for the amount of effort/cost involved. 
E: Basic understanding of value creation of each project and how it supports/drives the overall workplan
I: Understands the value derived from each project executed and recommends changes to scope to align value to cost
A: Build workplan that creates maximum value for clients;  Ability to prioritize projects and manage workplans to maximize value.",BUSINESS,2,3,5/1/16
Test1,Spring 2016,Business Insights,Big Data,"Understands applications of Big Data tools, such as Hadoop, SQL, and non-relation DB metods. Understand the statistics support the insights derived.
E: High level knowledge of techniques, little to no experience using them in an applied setting
I: Working knowledge of techniques, examples of application, able to use them with limited support, can identify situations where techniques might be useful
A: Extensive history of examples where techniques were applied and yielded actionable results, able to coach and mentor others on using techniques",DATA SCIENCE,2,3,5/1/16
Test1,Spring 2016,Business Insights,Machine Learning,"Knowledge of how and when to use machine learning techniques such as decision trees, neural nets, pattern recognition, anomaly detection, and other predictive analytic techniques. Understand the statistics behind the results. Understand supervised learning, unsupervised learning, clustering and segmentation.
E: High level knowledge of techniques, little to no experience using them in an applied setting
I: Working knowledge of techniques, examples of application, able to use them with limited support, can identify situations where techniques might be useful
A: Extensive history of examples where techniques were applied and yielded actionable results, able to coach and mentor others on using techniques",DATA SCIENCE,1,3,5/1/16
Test1,Spring 2016,Business Insights,Advanced Programming,"Use of advanced programming languages such as Python, Ruby, Java, C, C++ and its variants. Familiarity with the importance of efficient coding. Ability to analyze the run time of programs and algorithms.Familiarity with multi-threaded and parrallel programming techniques.
E: High level knowledge of language, little to no experience using it in an applied setting
I: Working knowledge of language, examples of application, able to use it with limited support, can identify situations where tool might be useful
A: Extensive history of examples where language was applied and yielded actionable results, able to coach and mentor others on using language",DATA SCIENCE,1,3,5/1/16
Test1,Spring 2016,Business Insights,Theoretical Mathematics,"Familiarity with classical math skills such as linear algebra, real analysis, discrete math and combinarics, and optimization. Familiarity with computational complexity and appreciation of  the limitations of exhaustive methods when dealing with large data sets.. Familiarity with theoretical statistics, including probability distributions, parameter estimation, data likelihood methods, measurement, and the theory of sampling.
E: High level knowledge of techniques, little to no experience using them in an applied setting
I: Working knowledge of techniques, examples of application, able to use them with limited support, can identify situations where techniques might be useful
A: Extensive history of examples where techniques were applied and yielded actionable results, able to coach and mentor others on using techniques",DATA SCIENCE,1,3,5/1/16
Test1,Spring 2016,Business Insights,Data Visualization,"Ability to take large amounts of data and design ways to show it effectively and simply.  Skilled in tools such as Tableau, High Charts, or D3, and will have ability to make impactful infographics.
E: Display data in such a way that the story is brought to light
I:  Creates visually appealing deliverables through storytelling
A:  Able to take large amounts of data, draft specs, and then develop the visualizations that  simple to understand yet effectively pull the story out of the data",PRODUCT ENGINEER,2,3,5/1/16
Test1,Spring 2016,Business Insights,Product Development,"Recognizes viable opportunities for development, end to end design for a process.  Familiar with full suite of 84.51 tools that are available and knows when to use each one.  Knowledge of testing principles and product lifecycle management
E: Understand product design principles, able to develop against a plan, champion best practice
I: Ability to design and manage small to medium projects with minimal support, champion best practice 
A: Ability to design large scale projects, teach and coach others, create best practice",PRODUCT ENGINEER,2,3,5/1/16
Test1,Spring 2016,Business Insights,Data Modeling,"Understands data model design principles.  Able to take a project and design the optimal data model to make the process as efficient as possible.
E: Basic understand data modeling design principles, able to develop against a plan, champion best practice
I: Ability to design and build a data model for small to medium projects with some support, champion best practice 
A: Ability to design and build a data model for large scale projects, teach and coach others, create best practice",PRODUCT ENGINEER,2,3,5/1/16
